Language,ISO 639-3 Code,Type
"<a href=""https://en.wikipedia.org/wiki/Turu_language"" target=""_blank"">Nyaturu</a>",rim,Living
"<a href=""https://en.wikipedia.org/wiki/Tai_Yo_language"" target=""_blank"">Nyaw</a>",nyw,Living
"<a href=""https://en.wikipedia.org/wiki/Nyawaygi_language"" target=""_blank"">Nyawaygi</a>",nyt,Extinct
"<a href=""https://en.wikipedia.org/wiki/Lucazi_language"" target=""_blank"">Nyemba</a>",nba,Living
"<a href=""https://en.wikipedia.org/wiki/Nyengo_language"" target=""_blank"">Nyengo</a>",nye,Living
"<a href=""https://en.wikipedia.org/wiki/Nyen_language"" target=""_blank"">Nyenkha</a>",neh,Living
"<a href=""https://en.wikipedia.org/wiki/Kuy_language"" target=""_blank"">Nyeu</a>",nyl,Living
"<a href=""https://en.wikipedia.org/wiki/Nyigina_language"" target=""_blank"">Nyigina</a>",nyh,Living
"<a href=""https://en.wikipedia.org/wiki/Nyiha_language"" target=""_blank"">Nyiha (Malawi)</a>",nyr,Living
"<a href=""https://en.wikipedia.org/wiki/Nyiha_language"" target=""_blank"">Nyiha (Tanzania)</a>",nih,Living
"<a href=""https://en.wikipedia.org/wiki/Nyika_language"" target=""_blank"">Nyika (Malawi and Zambia)</a>",nkv,Living
"<a href=""https://en.wikipedia.org/wiki/Nyika_language"" target=""_blank"">Nyika (Tanzania)</a>",nkt,Living
"<a href=""https://en.wikipedia.org/wiki/Nyindrou_language"" target=""_blank"">Nyindrou</a>",lid,Living
"<a href=""https://en.wikipedia.org/wiki/Shi_language"" target=""_blank"">Nyindu</a>",nyg,Living
"<a href=""https://en.wikipedia.org/wiki/Nishi_language"" target=""_blank"">Nyishi</a>",njz,Living
"<a href=""https://en.wikipedia.org/wiki/Nyiyaparli_language"" target=""_blank"">Nyiyaparli</a>",xny,Living
"<a href=""https://en.wikipedia.org/wiki/Nyokon_language"" target=""_blank"">Nyokon</a>",nvo,Living
"<a href=""https://en.wikipedia.org/wiki/Nyole_language_(Uganda)"" target=""_blank"">Nyole</a>",nuj,Living
"<a href=""https://en.wikipedia.org/wiki/Nyong_language"" target=""_blank"">Nyong</a>",muo,Living
"<a href=""https://en.wikipedia.org/wiki/Nyole_language_(Kenya)"" target=""_blank"">Nyore</a>",nyd,Living
"<a href=""https://en.wikipedia.org/wiki/Nyoro_language"" target=""_blank"">Nyoro</a>",nyo,Living
"<a href=""https://en.wikipedia.org/wiki/Nyulnyul_language"" target=""_blank"">Nyulnyul</a>",nyv,Extinct
"<a href=""https://en.wikipedia.org/wiki/Nyungar_language"" target=""_blank"">Nyunga</a>",nys,Living
"<a href=""https://en.wikipedia.org/wiki/Nyungwe_language"" target=""_blank"">Nyungwe</a>",nyu,Living
"<a href=""https://en.wikipedia.org/wiki/Nzakambay_language"" target=""_blank"">Nzakambay</a>",nzy,Living
"<a href=""https://en.wikipedia.org/wiki/Nzakara_language"" target=""_blank"">Nzakara</a>",nzk,Living
"<a href=""https://en.wikipedia.org/wiki/Nzanyi_language"" target=""_blank"">Nzanyi</a>",nja,Living
"<a href=""https://en.wikipedia.org/wiki/Nzema_language"" target=""_blank"">Nzima</a>",nzi,Living
"<a href=""https://en.wikipedia.org/wiki/Banliku_language"" target=""_blank"">Obanliku</a>",bzy,Living
"<a href=""https://en.wikipedia.org/wiki/Obispe%C3%B1o_language"" target=""_blank"">Obispeño</a>",obi,Extinct
"<a href=""https://en.wikipedia.org/wiki/Oblo_language"" target=""_blank"">Oblo</a>",obl,Living
"<a href=""https://en.wikipedia.org/wiki/Obo_language"" target=""_blank"">Obo Manobo</a>",obo,Living
"<a href=""https://en.wikipedia.org/wiki/Obokuitai_language"" target=""_blank"">Obokuitai</a>",afz,Living
"<a href=""https://en.wikipedia.org/wiki/Obolo_language"" target=""_blank"">Obolo</a>",ann,Living
"<a href=""https://en.wikipedia.org/wiki/Obulom_language"" target=""_blank"">Obulom</a>",obu,Living
"<a href=""https://en.wikipedia.org/wiki/Ocaina_language"" target=""_blank"">Ocaina</a>",oca,Living
"<a href=""https://en.wikipedia.org/wiki/Occitan_language"" target=""_blank"">Occitan (post 1500)</a>",oci,Living
"<a href=""https://en.wikipedia.org/wiki/O%E2%80%99chi%E2%80%99chi%E2%80%99_language"" target=""_blank"">O'chi'chi'</a>",xoc,Extinct
"<a href=""https://en.wikipedia.org/wiki/%C3%91um%C3%AD_Mixtec"" target=""_blank"">Ocotepec Mixtec</a>",mie,Living
"<a href=""https://en.wikipedia.org/wiki/Ocotl%C3%A1n_Zapotec"" target=""_blank"">Ocotlán Zapotec</a>",zac,Living
"<a href=""https://en.wikipedia.org/wiki/Od_language"" target=""_blank"">Od</a>",odk,Living
"<a href=""https://en.wikipedia.org/wiki/Busa_language_(Papuan)"" target=""_blank"">Odiai</a>",bhf,Living
"<a href=""https://en.wikipedia.org/wiki/Odoodee_language"" target=""_blank"">Odoodee</a>",kkc,Living
"<a href=""https://en.wikipedia.org/wiki/O%E2%80%99du_language"" target=""_blank"">O'du</a>",tyh,Living
"<a href=""https://en.wikipedia.org/wiki/Odual_language"" target=""_blank"">Odual</a>",odu,Living
"<a href=""https://en.wikipedia.org/wiki/Odut_language"" target=""_blank"">Odut</a>",oda,Living
"<a href=""https://en.wikipedia.org/wiki/Ofay%C3%A9_language"" target=""_blank"">Ofayé</a>",opy,Living
"<a href=""https://en.wikipedia.org/wiki/Aramaic_language"" target=""_blank"">Official Aramaic (700-300 BCE)</a>",arc,Ancient
"<a href=""https://en.wikipedia.org/wiki/Ofo_language"" target=""_blank"">Ofo</a>",ofo,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ogba_language"" target=""_blank"">Ogbah</a>",ogc,Living
"<a href=""https://en.wikipedia.org/wiki/Ogbia_language"" target=""_blank"">Ogbia</a>",ogb,Living
"<a href=""https://en.wikipedia.org/wiki/Ogbogolo_language"" target=""_blank"">Ogbogolo</a>",ogg,Living
"<a href=""https://en.wikipedia.org/wiki/Ogbronuagum_language"" target=""_blank"">Ogbronuagum</a>",ogu,Living
"<a href=""https://en.wikipedia.org/wiki/Ogea_language"" target=""_blank"">Ogea</a>",eri,Living
"<a href=""https://en.wikipedia.org/wiki/Oirata_language"" target=""_blank"">Oirata</a>",oia,Living
"<a href=""https://en.wikipedia.org/wiki/Ojibwe_language"" target=""_blank"">Ojibwa</a>",oji,Living
"<a href=""https://en.wikipedia.org/wiki/Chinantec_of_Ojitl%C3%A1n"" target=""_blank"">Ojitlán Chinantec</a>",chj,Living
"<a href=""https://en.wikipedia.org/wiki/Okanagan_language"" target=""_blank"">Okanagan</a>",oka,Living
"<a href=""https://en.wikipedia.org/wiki/Ogiek_language"" target=""_blank"">Okiek</a>",oki,Living
"<a href=""https://en.wikipedia.org/wiki/Okinoerabu_language"" target=""_blank"">Oki-No-Erabu</a>",okn,Living
"<a href=""https://en.wikipedia.org/wiki/Okobo_language"" target=""_blank"">Okobo</a>",okb,Living
"<a href=""https://en.wikipedia.org/wiki/Okodia_language"" target=""_blank"">Okodia</a>",okd,Living
"<a href=""https://en.wikipedia.org/wiki/Oko_language"" target=""_blank"">Oko-Eni-Osayen</a>",oks,Living
"<a href=""https://en.wikipedia.org/wiki/Oko-Juwoi_language"" target=""_blank"">Oko-Juwoi</a>",okj,Extinct
"<a href=""https://en.wikipedia.org/wiki/Okolod_language"" target=""_blank"">Okolod</a>",kqv,Living
"<a href=""https://en.wikipedia.org/wiki/Okpamheri_language"" target=""_blank"">Okpamheri</a>",opa,Living
"<a href=""https://en.wikipedia.org/wiki/Okpe_language_(Northwestern_Edo)"" target=""_blank"">Okpe (Northwestern Edo)</a>",okx,Living
"<a href=""https://en.wikipedia.org/wiki/Okpe_language_(Southwestern_Edo)"" target=""_blank"">Okpe (Southwestern Edo)</a>",oke,Living
"<a href=""https://en.wikipedia.org/wiki/Oksapmin_language"" target=""_blank"">Oksapmin</a>",opm,Living
"<a href=""https://en.wikipedia.org/wiki/Oku_language"" target=""_blank"">Oku</a>",oku,Living
"<a href=""https://en.wikipedia.org/wiki/Old_Aramaic_language"" target=""_blank"">Old Aramaic (up to 700 BCE)</a>",oar,Ancient
"<a href=""https://en.wikipedia.org/wiki/Avar_language"" target=""_blank"">Old Avar</a>",oav,Historic
"<a href=""https://en.wikipedia.org/wiki/Breton_language"" target=""_blank"">Old Breton</a>",obt,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Burmese"" target=""_blank"">Old Burmese</a>",obr,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Chinese"" target=""_blank"">Old Chinese</a>",och,Ancient
"<a href=""https://en.wikipedia.org/wiki/Cornish_language"" target=""_blank"">Old Cornish</a>",oco,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Dutch"" target=""_blank"">Old Dutch</a>",odt,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_English"" target=""_blank"">Old English (ca. 450-1100)</a>",ang,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_French"" target=""_blank"">Old French (842-ca. 1400)</a>",fro,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Frisian"" target=""_blank"">Old Frisian</a>",ofs,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Georgian_language"" target=""_blank"">Old Georgian</a>",oge,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_High_German"" target=""_blank"">Old High German (ca. 750-1050)</a>",goh,Historic
"<a href=""https://en.wikipedia.org/wiki/Hittite_language"" target=""_blank"">Old Hittite</a>",oht,Ancient
"<a href=""https://en.wikipedia.org/wiki/History_of_the_Hungarian_language#Old_Hungarian"" target=""_blank"">Old Hungarian</a>",ohu,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Irish"" target=""_blank"">Old Irish (to 900)</a>",sga,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Japanese"" target=""_blank"">Old Japanese</a>",ojp,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Kentish_Sign_Language"" target=""_blank"">Old Kentish Sign Language</a>",okl,Extinct
"<a href=""https://en.wikipedia.org/wiki/Old_Korean"" target=""_blank"">Old Korean (3rd-9th cent.)</a>",oko,Historic
"<a href=""https://en.wikipedia.org/wiki/Lithuanian_language#Old_Lithuanian"" target=""_blank"">Old Lithuanian</a>",olt,Historic
"<a href=""https://en.wikipedia.org/wiki/Meithei_language"" target=""_blank"">Old Manipuri</a>",omp,Historic
"<a href=""https://en.wikipedia.org/wiki/Marathi_language"" target=""_blank"">Old Marathi</a>",omr,Historic
"<a href=""https://en.wikipedia.org/wiki/Mon_language"" target=""_blank"">Old Mon</a>",omx,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Norse"" target=""_blank"">Old Norse</a>",non,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Nubian_language"" target=""_blank"">Old Nubian</a>",onw,Historic
"<a href=""https://en.wikipedia.org/wiki/Scythian_languages"" target=""_blank"">Old Ossetic</a>",oos,Ancient
"<a href=""https://en.wikipedia.org/wiki/Old_Persian"" target=""_blank"">Old Persian (ca. 600-400 B.C.)</a>",peo,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Occitan"" target=""_blank"">Old Provençal (to 1500)</a>",pro,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_East_Slavic"" target=""_blank"">Old Russian</a>",orv,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Saxon"" target=""_blank"">Old Saxon</a>",osx,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Spanish_language"" target=""_blank"">Old Spanish</a>",osp,Historic
"<a href=""https://en.wikipedia.org/wiki/Tamil_language#Old_Tamil"" target=""_blank"">Old Tamil</a>",oty,Ancient
"<a href=""https://en.wikipedia.org/wiki/Old_Tibetan"" target=""_blank"">Old Tibetan</a>",otb,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Turkic_language"" target=""_blank"">Old Turkish</a>",otk,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Turkic_language"" target=""_blank"">Old Uighur</a>",oui,Historic
"<a href=""https://en.wikipedia.org/wiki/Old_Welsh"" target=""_blank"">Old Welsh</a>",owl,Historic
"<a href=""https://en.wikipedia.org/wiki/%27Ole_language"" target=""_blank"">Olekha</a>",ole,Living
"<a href=""https://en.wikipedia.org/wiki/Kunjen_language"" target=""_blank"">Olkol</a>",olk,Extinct
"<a href=""https://en.wikipedia.org/wiki/Olo_language"" target=""_blank"">Olo</a>",ong,Living
"<a href=""https://en.wikipedia.org/wiki/Oloma_language"" target=""_blank"">Oloma</a>",olm,Living
"<a href=""https://en.wikipedia.org/wiki/Olrat_language"" target=""_blank"">Olrat</a>",olr,Living
"<a href=""https://en.wikipedia.org/wiki/Olu%E2%80%99bo_language"" target=""_blank"">Olu'bo</a>",lul,Living
"<a href=""https://en.wikipedia.org/wiki/Ikom_language"" target=""_blank"">Olulumo-Ikom</a>",iko,Living
"<a href=""https://en.wikipedia.org/wiki/Oluta_Popoluca"" target=""_blank"">Oluta Popoluca</a>",plo,Living
"<a href=""https://en.wikipedia.org/wiki/Omagua_language"" target=""_blank"">Omagua</a>",omg,Living
"<a href=""https://en.wikipedia.org/wiki/Omaha%E2%80%93Ponca_language"" target=""_blank"">Omaha-Ponca</a>",oma,Living
"<a href=""https://en.wikipedia.org/wiki/Omani_Arabic"" target=""_blank"">Omani Arabic</a>",acx,Living
"<a href=""https://en.wikipedia.org/wiki/Mbama_language"" target=""_blank"">Ombamba</a>",mbm,Living
"<a href=""https://en.wikipedia.org/wiki/Ombo_language"" target=""_blank"">Ombo</a>",oml,Living
"<a href=""https://en.wikipedia.org/wiki/Spurious_languages#ome"" target=""_blank"">Omejes</a>",ome,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ometepec_N%C3%A1huatl_language"" target=""_blank"">Ometepec Nahuatl</a>",nht,Living
"<a href=""https://en.wikipedia.org/wiki/Omi_language"" target=""_blank"">Omi</a>",omi,Living
"<a href=""https://en.wikipedia.org/wiki/%C3%96mie_language"" target=""_blank"">Ömie</a>",aom,Living
"<a href=""https://en.wikipedia.org/wiki/Omok_language"" target=""_blank"">Omok</a>",omk,Extinct
"<a href=""https://en.wikipedia.org/wiki/Omotik_language"" target=""_blank"">Omotik</a>",omt,Living
"<a href=""https://en.wikipedia.org/wiki/Omurano_language"" target=""_blank"">Omurano</a>",omu,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ona_language"" target=""_blank"">Ona</a>",ona,Living
"<a href=""https://en.wikipedia.org/wiki/Oneida_language"" target=""_blank"">Oneida</a>",one,Living
"<a href=""https://en.wikipedia.org/wiki/Ta%E2%80%99Oi_language"" target=""_blank"">Ong</a>",oog,Living
"<a href=""https://en.wikipedia.org/wiki/%C3%96nge_language"" target=""_blank"">Önge</a>",oon,Living
"<a href=""https://en.wikipedia.org/wiki/Onin_language"" target=""_blank"">Onin</a>",oni,Living
"<a href=""https://en.wikipedia.org/wiki/Onin_language"" target=""_blank"">Onin Based Pidgin</a>",onx,Living
"<a href=""https://en.wikipedia.org/wiki/Onjob_language"" target=""_blank"">Onjob</a>",onj,Living
"<a href=""https://en.wikipedia.org/wiki/Ono_language"" target=""_blank"">Ono</a>",ons,Living
"<a href=""https://en.wikipedia.org/wiki/Onobasulu_language"" target=""_blank"">Onobasulu</a>",onn,Living
"<a href=""https://en.wikipedia.org/wiki/Onondaga_language"" target=""_blank"">Onondaga</a>",ono,Living
"<a href=""https://en.wikipedia.org/wiki/Ontenu_language"" target=""_blank"">Ontenu</a>",ont,Living
"<a href=""https://en.wikipedia.org/wiki/Ontong_Java_language"" target=""_blank"">Ontong Java</a>",ojv,Living
"<a href=""https://en.wikipedia.org/wiki/Oorlams_Creole"" target=""_blank"">Oorlams</a>",oor,Living
"<a href=""https://en.wikipedia.org/wiki/Opao_language"" target=""_blank"">Opao</a>",opo,Living
"<a href=""https://en.wikipedia.org/wiki/Opata_language"" target=""_blank"">Opata</a>",opt,Extinct
"<a href=""https://en.wikipedia.org/wiki/Opuo_language"" target=""_blank"">Opuuo</a>",lgn,Living
"<a href=""https://en.wikipedia.org/wiki/Orang_Kanaq_language"" target=""_blank"">Orang Kanaq</a>",orn,Living
"<a href=""https://en.wikipedia.org/wiki/Orang_Seletar_language"" target=""_blank"">Orang Seletar</a>",ors,Living
"<a href=""https://en.wikipedia.org/wiki/Sadri_language"" target=""_blank"">Oraon Sadri</a>",sdr,Living
"<a href=""https://en.wikipedia.org/wiki/Orej%C3%B3n_language"" target=""_blank"">Orejón</a>",ore,Living
"<a href=""https://en.wikipedia.org/wiki/Oring_language"" target=""_blank"">Oring</a>",org,Living
"<a href=""https://en.wikipedia.org/wiki/Odia_language"" target=""_blank"">Oriya (individual language)</a>",ory,Living
"<a href=""https://en.wikipedia.org/wiki/Odia_language"" target=""_blank"">Oriya (macrolanguage)</a>",ori,Living
"<a href=""https://en.wikipedia.org/wiki/Orizaba_Nahuatl"" target=""_blank"">Orizaba Nahuatl</a>",nlv,Living
"<a href=""https://en.wikipedia.org/wiki/Orma_language"" target=""_blank"">Orma</a>",orc,Living
"<a href=""https://en.wikipedia.org/wiki/Ormu_language"" target=""_blank"">Ormu</a>",orz,Living
"<a href=""https://en.wikipedia.org/wiki/Ormuri"" target=""_blank"">Ormuri</a>",oru,Living
"<a href=""https://en.wikipedia.org/wiki/Oro_language"" target=""_blank"">Oro</a>",orx,Living
"<a href=""https://en.wikipedia.org/wiki/Oro_Win_language"" target=""_blank"">Oro Win</a>",orw,Living
"<a href=""https://en.wikipedia.org/wiki/Oroch_language"" target=""_blank"">Oroch</a>",oac,Living
"<a href=""https://en.wikipedia.org/wiki/Oroha_language"" target=""_blank"">Oroha</a>",ora,Living
"<a href=""https://en.wikipedia.org/wiki/Orok_language"" target=""_blank"">Orok</a>",oaa,Living
"<a href=""https://en.wikipedia.org/wiki/Orokaiva_language"" target=""_blank"">Orokaiva</a>",okv,Living
"<a href=""https://en.wikipedia.org/wiki/Oroko_language"" target=""_blank"">Oroko</a>",bdu,Living
"<a href=""https://en.wikipedia.org/wiki/Orokolo_language"" target=""_blank"">Orokolo</a>",oro,Living
"<a href=""https://en.wikipedia.org/wiki/Oromo_language"" target=""_blank"">Oromo</a>",orm,Living
"<a href=""https://en.wikipedia.org/wiki/Oroqen_language"" target=""_blank"">Oroqen</a>",orh,Living
"<a href=""https://en.wikipedia.org/wiki/Orowe_language"" target=""_blank"">Orowe</a>",bpk,Living
"<a href=""https://en.wikipedia.org/wiki/Oruma_language"" target=""_blank"">Oruma</a>",orr,Living
"<a href=""https://en.wikipedia.org/wiki/Orya_language"" target=""_blank"">Orya</a>",ury,Living
"<a href=""https://en.wikipedia.org/wiki/Osage_language"" target=""_blank"">Osage</a>",osa,Living
"<a href=""https://en.wikipedia.org/wiki/Osatu_language"" target=""_blank"">Osatu</a>",ost,Living
"<a href=""https://en.wikipedia.org/wiki/Oscan_language"" target=""_blank"">Oscan</a>",osc,Ancient
"<a href=""https://en.wikipedia.org/wiki/Osing_dialect"" target=""_blank"">Osing</a>",osi,Living
"<a href=""https://en.wikipedia.org/wiki/Ososo_language"" target=""_blank"">Ososo</a>",oso,Living
"<a href=""https://en.wikipedia.org/wiki/Ossetian_language"" target=""_blank"">Ossetian</a>",oss,Living
"<a href=""https://en.wikipedia.org/wiki/Ot_Danum_language"" target=""_blank"">Ot Danum</a>",otd,Living
"<a href=""https://en.wikipedia.org/wiki/Otank_language"" target=""_blank"">Otank</a>",uta,Living
"<a href=""https://en.wikipedia.org/wiki/Oti_language"" target=""_blank"">Oti</a>",oti,Extinct
"<a href=""https://en.wikipedia.org/wiki/Otoro_language"" target=""_blank"">Otoro</a>",otr,Living
"<a href=""https://en.wikipedia.org/wiki/Ottawa_dialect"" target=""_blank"">Ottawa</a>",otw,Living
"<a href=""https://en.wikipedia.org/wiki/Ottoman_Turkish_language"" target=""_blank"">Ottoman Turkish (1500-1928)</a>",ota,Historic
"<a href=""https://en.wikipedia.org/wiki/Lotuko_language"" target=""_blank"">Otuho</a>",lot,Living
"<a href=""https://en.wikipedia.org/wiki/Otuke_language"" target=""_blank"">Otuke</a>",otu,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ouma_language"" target=""_blank"">Ouma</a>",oum,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ounge_language"" target=""_blank"">Oune</a>",oue,Living
